Time,Sales Rank,New Price,List Price
"10/7/2022, 3:49:12 AM",341,49,49
"10/7/2022, 1:09:10 PM",290,49,49
"10/7/2022, 11:03:45 PM",310,49,49
"10/8/2022, 9:10:28 AM",301,49,49
"10/8/2022, 7:09:53 PM",313,49,49
"10/9/2022, 5:28:18 AM",361,49,49
"10/9/2022, 3:26:21 PM",349,49,49
"10/10/2022, 1:11:10 AM",366,49,49
"10/10/2022, 11:39:00 AM",378,49,49
"10/10/2022, 9:56:04 PM",373,49,49
"10/11/2022, 7:48:15 AM",365,49,49
"10/11/2022, 9:28:59 PM",425,49,49
"10/12/2022, 8:49:46 AM",550,49,49
"10/12/2022, 4:20:15 PM",570,49,49
"10/12/2022, 8:38:40 PM",589,49,49
"10/13/2022, 2:44:59 AM",614,49,49
"10/13/2022, 6:18:40 AM",613,49,49
"10/13/2022, 10:04:56 AM",612,49,49
"10/13/2022, 1:06:02 PM",585,49,49
"10/13/2022, 4:10:50 PM",588,49,49
"10/13/2022, 7:21:13 PM",592,49,49
"10/14/2022, 1:35:03 AM",553,49,49
"10/14/2022, 4:46:24 AM",509,49,49
"10/14/2022, 8:08:26 AM",503,49,49
"10/14/2022, 11:35:51 AM",469,49,49
"10/14/2022, 2:52:16 PM",476,49,49
"10/14/2022, 5:54:17 PM",465,49,49
"10/14/2022, 9:02:32 PM",463,49,49
"10/15/2022, 12:04:48 AM",457,49,49
"10/15/2022, 3:06:52 AM",450,49,49
"10/15/2022, 6:33:16 AM",421,49,49
"10/15/2022, 10:20:16 AM",434,49,49
"10/15/2022, 2:05:21 PM",413,49,49
"10/15/2022, 5:30:10 PM",397,49,49
"10/15/2022, 8:31:11 PM",409,49,49
"10/15/2022, 11:31:20 PM",403,49,49
"10/16/2022, 2:38:31 AM",416,49,49
"10/16/2022, 5:46:40 AM",380,49,49
"10/16/2022, 8:55:11 AM",376,49,49
"10/16/2022, 11:59:23 AM",385,49,49
"10/16/2022, 3:04:51 PM",397,49,49
"10/16/2022, 6:18:57 PM",412,49,49
"10/16/2022, 9:21:43 PM",425,49,49
"10/17/2022, 3:42:34 AM",439,49,49
"10/17/2022, 7:09:34 AM",417,49,49
"10/17/2022, 10:38:56 AM",389,49,49
"10/17/2022, 2:13:39 PM",421,49,49
"10/17/2022, 5:42:50 PM",412,49,49
"10/17/2022, 9:03:05 PM",404,49,49
"10/18/2022, 12:36:47 AM",344,49,49
"10/18/2022, 4:06:24 AM",358,49,49
"10/18/2022, 7:42:06 AM",343,49,49
"10/18/2022, 11:21:14 AM",330,49,49
"10/18/2022, 3:05:37 PM",317,49,49
"10/18/2022, 6:38:59 PM",353,49,49
"10/18/2022, 10:07:51 PM",335,49,49
"10/19/2022, 1:25:46 AM",337,49,49
"10/19/2022, 4:42:08 AM",333,49,49
"10/19/2022, 8:13:53 AM",314,49,49
"10/19/2022, 12:00:47 PM",297,49,49
"10/19/2022, 3:45:43 PM",293,49,49
"10/19/2022, 7:39:21 PM",307,49,49
"10/19/2022, 11:38:25 PM",320,49,49
"10/20/2022, 3:28:26 AM",309,49,49
"10/20/2022, 7:14:40 AM",280,49,49
"10/20/2022, 10:55:11 AM",264,49,49
"10/20/2022, 2:31:11 PM",276,49,49
"10/20/2022, 6:10:18 PM",287,49,49
"10/20/2022, 9:52:47 PM",300,49,49
"10/21/2022, 1:36:59 AM",311,49,49
"10/21/2022, 5:19:57 AM",314,49,49
"10/21/2022, 9:01:20 AM",284,49,49
"10/21/2022, 1:49:56 PM",290,49,49
"10/21/2022, 5:36:06 PM",292,49,49
"10/21/2022, 8:36:26 PM",308,49,49
"10/21/2022, 11:37:05 PM",313,49,49
"10/22/2022, 2:37:05 AM",324,49,49
"10/22/2022, 5:37:36 AM",304,49,49
"10/22/2022, 8:38:07 AM",299,49,49
"10/22/2022, 11:38:41 AM",300,49,49
"10/22/2022, 2:43:14 PM",293,49,49
"10/22/2022, 5:43:50 PM",287,49,49
"10/22/2022, 8:44:23 PM",312,49,49
"10/22/2022, 11:45:07 PM",331,49,49
"10/23/2022, 2:45:35 AM",319,49,49
"10/23/2022, 5:46:21 AM",308,49,49
"10/23/2022, 11:47:32 AM",301,49,49
"10/23/2022, 2:48:04 PM",314,49,49
"10/23/2022, 5:48:43 PM",302,49,49
"10/23/2022, 8:49:20 PM",305,49,49
"10/23/2022, 11:50:05 PM",322,49,49
"10/24/2022, 2:50:05 AM",329,49,49
"10/24/2022, 5:50:35 AM",324,49,49
"10/24/2022, 8:51:07 AM",340,49,49
"10/24/2022, 2:52:05 PM",361,49,49
"10/24/2022, 5:54:38 PM",367,49,49
"10/24/2022, 8:55:24 PM",369,49,49
"10/24/2022, 11:56:07 PM",352,49,49
"10/25/2022, 2:56:24 AM",311,49,49
"10/25/2022, 8:57:38 AM",305,49,49
"10/25/2022, 2:59:03 PM",311,49,49
"10/25/2022, 5:59:45 PM",307,49,49
"10/25/2022, 9:00:08 PM",297,49,49
"10/26/2022, 12:00:51 AM",303,49,49
"10/26/2022, 3:01:19 AM",323,49,49
"10/26/2022, 6:02:05 AM",335,49,49
"10/26/2022, 9:02:33 AM",302,49,49
"10/26/2022, 12:03:06 PM",314,49,49
"10/26/2022, 3:03:07 PM",310,49,49
"10/26/2022, 9:04:25 PM",315,49,49
"10/27/2022, 12:05:07 AM",297,49,49
"10/27/2022, 3:06:03 AM",299,49,49
"10/27/2022, 6:06:37 AM",308,49,49
"10/27/2022, 9:07:05 AM",292,49,49
"10/27/2022, 12:07:23 PM",291,49,49
"10/27/2022, 3:08:04 PM",282,49,49
"10/27/2022, 6:09:25 PM",278,49,49
"10/27/2022, 9:10:07 PM",282,49,49
"10/28/2022, 3:11:05 AM",295,49,49
"10/28/2022, 6:11:27 AM",294,49,49
"10/28/2022, 9:12:06 AM",299,49,49
"10/28/2022, 12:12:24 PM",304,49,49
"10/28/2022, 3:27:14 PM",306,49,49
"10/28/2022, 6:58:01 PM",318,49,49
"10/28/2022, 10:07:15 PM",338,49,49
"10/29/2022, 1:08:04 AM",341,49,49
"10/29/2022, 7:10:20 AM",316,49,49
"10/29/2022, 10:11:03 AM",333,49,49
"10/29/2022, 1:11:07 PM",335,49,49
"10/29/2022, 4:12:02 PM",334,49,49
"10/29/2022, 7:12:19 PM",328,49,49
"10/29/2022, 10:13:08 PM",357,49,49
"10/30/2022, 1:14:03 AM",363,49,49
"10/30/2022, 4:15:25 AM",384,49,49
"10/30/2022, 7:16:04 AM",396,49,49
"10/30/2022, 1:17:04 PM",423,49,49
"10/30/2022, 4:17:39 PM",396,49,49
"10/30/2022, 7:18:20 PM",405,49,49
"10/30/2022, 10:19:10 PM",420,49,49
"10/31/2022, 1:19:39 AM",483,49,49
"10/31/2022, 4:20:22 AM",492,49,49
"10/31/2022, 7:21:06 AM",487,49,49
"10/31/2022, 10:21:35 AM",515,49,49
"10/31/2022, 1:22:07 PM",532,49,49
"10/31/2022, 4:23:29 PM",535,49,49
"10/31/2022, 7:24:19 PM",540,49,49
"10/31/2022, 10:25:07 PM",488,49,49
"11/1/2022, 1:25:33 AM",460,49,49
"11/1/2022, 4:26:06 AM",463,49,49
"11/1/2022, 10:27:06 AM",474,49,49
"11/1/2022, 1:27:18 PM",494,49,49
"11/1/2022, 4:28:04 PM",477,49,49
"11/1/2022, 7:28:25 PM",515,49,49
"11/1/2022, 10:29:06 PM",569,49,49
"11/2/2022, 4:30:04 AM",485,49,49
"11/2/2022, 10:31:18 AM",466,49,49
"11/2/2022, 1:32:03 PM",464,49,49
"11/2/2022, 4:32:41 PM",448,49,49
"11/2/2022, 7:33:20 PM",412,49,49
"11/2/2022, 10:34:05 PM",406,49,49
"11/3/2022, 1:34:20 AM",426,49,49
"11/3/2022, 4:35:04 AM",431,49,49
"11/3/2022, 7:35:36 AM",423,49,49
"11/3/2022, 10:36:15 AM",415,49,49
"11/3/2022, 1:37:03 PM",446,49,49
"11/3/2022, 4:37:33 PM",457,49,49
"11/3/2022, 7:38:33 PM",485,49,49
"11/3/2022, 10:39:07 PM",464,49,49
"11/4/2022, 1:39:25 AM",455,49,49
"11/4/2022, 4:40:04 AM",445,49,49
"11/4/2022, 7:40:21 AM",438,49,49
"11/4/2022, 10:41:05 AM",441,49,49
"11/4/2022, 2:12:58 PM",433,49,49
"11/4/2022, 5:13:33 PM",436,49,49
"11/4/2022, 8:14:22 PM",463,49,49
"11/4/2022, 11:15:08 PM",514,49,49
"11/5/2022, 2:15:32 AM",554,49,49
"11/5/2022, 5:16:14 AM",570,49,49
"11/5/2022, 11:17:23 AM",554,49,49
"11/5/2022, 6:04:49 PM",538,49,49
"11/5/2022, 9:05:20 PM",566,49,49
"11/6/2022, 12:06:06 AM",561,49,49
"11/6/2022, 3:06:21 AM",608,49,49
"11/6/2022, 6:07:06 AM",639,49,49
"11/6/2022, 9:07:38 AM",616,49,49
"11/6/2022, 12:08:20 PM",647,49,49
"11/6/2022, 3:09:04 PM",634,49,49
"11/6/2022, 6:09:41 PM",614,49,49
"11/6/2022, 9:10:06 PM",589,49,49
"11/7/2022, 12:10:43 AM",642,49,49
"11/7/2022, 3:11:18 AM",693,49,49
"11/7/2022, 6:11:58 AM",737,49,49
"11/7/2022, 12:13:04 PM",707,49,49
"11/7/2022, 3:13:23 PM",666,49,49
"11/7/2022, 6:14:43 PM",661,49,49
"11/7/2022, 9:15:23 PM",671,49,49
"11/8/2022, 12:16:14 AM",731,49,49
"11/8/2022, 3:17:02 AM",743,49,49
"11/8/2022, 6:17:35 AM",730,49,49
"11/8/2022, 9:18:20 AM",686,49,49
"11/8/2022, 12:19:04 PM",676,49,49
"11/8/2022, 3:19:34 PM",641,49,49
"11/8/2022, 6:21:08 PM",647,49,49
"11/8/2022, 9:21:41 PM",620,49,49
"11/9/2022, 12:22:18 AM",593,49,49
"11/9/2022, 3:23:03 AM",649,49,49
"11/9/2022, 6:23:20 AM",656,49,49
"11/9/2022, 9:24:04 AM",574,49,49
"11/9/2022, 12:24:17 PM",600,49,49
"11/9/2022, 3:25:03 PM",635,49,49
"11/9/2022, 6:25:56 PM",633,49,49
"11/9/2022, 9:26:22 PM",634,49,49
"11/10/2022, 12:27:06 AM",641,49,49
"11/10/2022, 3:27:36 AM",633,49,49
"11/10/2022, 6:28:18 AM",604,49,49
"11/10/2022, 9:29:02 AM",584,49,49
"11/10/2022, 12:29:07 PM",533,49,49
"11/10/2022, 3:29:48 PM",559,49,49
"11/10/2022, 9:31:18 PM",606,49,49
"11/11/2022, 3:32:49 AM",654,49,49
"11/11/2022, 6:34:22 AM",674,49,49
"11/11/2022, 9:35:05 AM",637,49,49
"11/11/2022, 12:35:22 PM",613,49,49
"11/11/2022, 3:36:14 PM",578,49,49
"11/11/2022, 6:36:50 PM",604,49,49
"11/11/2022, 9:43:06 PM",667,49,49
"11/12/2022, 12:43:21 AM",768,49,49
"11/12/2022, 3:44:05 AM",805,49,49
"11/12/2022, 6:44:26 AM",771,49,49
"11/12/2022, 9:45:07 AM",759,49,49
"11/12/2022, 12:45:18 PM",715,49,49
"11/12/2022, 3:46:03 PM",694,49,49
"11/12/2022, 6:46:49 PM",670,49,49
"11/12/2022, 9:47:12 PM",694,49,49
"11/13/2022, 12:48:03 AM",732,49,49
"11/13/2022, 3:48:30 AM",734,49,49
"11/13/2022, 6:49:06 AM",788,49,49
"11/13/2022, 9:49:36 AM",796,49,49
"11/13/2022, 12:50:21 PM",803,49,49
"11/13/2022, 3:51:22 PM",756,49,49
"11/13/2022, 6:52:07 PM",765,49,49
"11/13/2022, 9:52:50 PM",738,49,49
"11/14/2022, 12:53:22 AM",703,49,49
"11/14/2022, 3:54:04 AM",798,49,49
"11/14/2022, 6:54:37 AM",789,49,49
"11/14/2022, 9:55:18 AM",769,49,49
"11/14/2022, 12:56:04 PM",746,49,49
"11/14/2022, 3:56:35 PM",750,49,49
"11/14/2022, 6:57:30 PM",789,49,49
"11/14/2022, 9:58:12 PM",795,49,49
"11/15/2022, 3:59:18 AM",807,49,49
"11/15/2022, 7:00:05 AM",764,49,49
"11/15/2022, 10:00:35 AM",752,49,49
"11/15/2022, 1:01:06 PM",787,49,49
"11/15/2022, 4:01:35 PM",827,49,49
"11/15/2022, 7:02:21 PM",806,49,49
"11/15/2022, 10:03:03 PM",831,49,49
"11/16/2022, 1:03:33 AM",808,49,49
"11/16/2022, 4:04:28 AM",841,49,49
"11/16/2022, 7:05:08 AM",867,49,49
"11/16/2022, 10:05:27 AM",942,49,49
"11/16/2022, 1:06:08 PM",985,49,49
"11/16/2022, 4:06:34 PM",870,49,49
"11/16/2022, 7:07:19 PM",858,49,49
"11/16/2022, 10:08:03 PM",879,49,49
"11/17/2022, 1:08:20 AM",908,49,49
"11/17/2022, 7:09:39 AM",925,49,49
"11/17/2022, 1:10:36 PM",901,49,49
"11/17/2022, 4:11:22 PM",846,49,49
"11/17/2022, 7:12:13 PM",873,49,49
"11/17/2022, 10:13:02 PM",939,49,49
"11/18/2022, 1:13:20 AM",1049,49,49
"11/18/2022, 4:14:05 AM",1114,49,49
"11/18/2022, 7:14:48 AM",977,49,49
"11/18/2022, 10:15:21 AM",981,49,49
"11/18/2022, 1:16:05 PM",896,49,49
"11/18/2022, 4:17:07 PM",894,49,49
"11/18/2022, 7:18:01 PM",884,49,49
"11/18/2022, 10:18:20 PM",913,49,49
"11/19/2022, 1:19:05 AM",905,49,49
"11/19/2022, 4:19:31 AM",920,49,49
"11/19/2022, 10:21:04 AM",933,49,49
"11/19/2022, 1:21:19 PM",893,49,49
"11/19/2022, 7:22:53 PM",880,49,49
"11/19/2022, 10:23:18 PM",930,49,49
"11/20/2022, 1:24:04 AM",940,49,49
"11/20/2022, 4:24:18 AM",909,49,49
"11/20/2022, 7:25:04 AM",892,49,49
"11/20/2022, 10:25:22 AM",874,47.49,49
"11/20/2022, 1:26:05 PM",927,47.49,49
"11/20/2022, 4:26:30 PM",869,47.49,49
"11/20/2022, 7:27:26 PM",883,47.49,49
"11/20/2022, 10:28:06 PM",821,47.49,49
"11/21/2022, 1:28:20 AM",627,47.49,49
"11/21/2022, 4:29:05 AM",532,47.49,49
"11/21/2022, 7:29:32 AM",571,47.49,49
"11/21/2022, 10:30:20 AM",612,47.49,49
"11/21/2022, 1:31:03 PM",531,47.49,49
"11/21/2022, 4:31:20 PM",510,47.49,49
"11/21/2022, 7:32:20 PM",513,47.49,49
"11/21/2022, 10:33:05 PM",530,47.49,49
"11/22/2022, 1:33:16 AM",539,47.49,49
"11/22/2022, 4:34:03 AM",542,47.49,49
"11/22/2022, 10:35:07 AM",486,47.49,49
"11/22/2022, 4:36:04 PM",441,47.49,49
"11/22/2022, 10:37:07 PM",474,47.49,49
"11/23/2022, 1:37:21 AM",518,47.49,49
"11/23/2022, 4:38:06 AM",473,47.49,49
"11/23/2022, 7:38:35 AM",482,47.49,49
"11/23/2022, 10:39:08 AM",477,47.49,49
"11/23/2022, 1:39:21 PM",468,47.49,49
"11/23/2022, 4:40:08 PM",474,47.49,49
"11/23/2022, 7:41:08 PM",502,47.49,49
"11/23/2022, 10:41:36 PM",539,47.49,49
"11/24/2022, 1:42:05 AM",528,47.49,49
"11/24/2022, 4:42:32 AM",510,47.49,49
"11/24/2022, 7:43:05 AM",506,47.49,49
"11/24/2022, 10:43:33 AM",496,47.49,49
"11/24/2022, 1:44:07 PM",473,47.49,49
"11/24/2022, 4:58:27 PM",467,47.49,49
"11/24/2022, 7:59:07 PM",499,47.49,49
"11/24/2022, 10:59:36 PM",584,47.49,49
"11/25/2022, 2:00:08 AM",597,47.49,49
"11/25/2022, 5:00:47 AM",654,47.49,49
"11/25/2022, 11:02:05 AM",618,47.49,49
"11/25/2022, 2:02:06 PM",557,47.49,49
"11/25/2022, 5:03:16 PM",524,47.49,49
"11/25/2022, 8:03:59 PM",530,47.49,49
"11/25/2022, 11:04:38 PM",651,47.49,49
"11/26/2022, 5:05:48 AM",621,47.49,49
"11/26/2022, 8:06:24 AM",558,47.49,49
"11/26/2022, 11:07:07 AM",596,47.49,49
"11/26/2022, 2:07:21 PM",591,47.49,49
"11/26/2022, 5:08:44 PM",593,47.49,49
"11/26/2022, 8:09:31 PM",614,47.49,49
"11/26/2022, 11:10:22 PM",626,47.49,49
"11/27/2022, 2:11:04 AM",619,47.49,49
"11/27/2022, 5:11:47 AM",622,47.49,49
"11/27/2022, 8:12:21 AM",608,47.49,49
"11/27/2022, 11:13:06 AM",631,49,49
"11/27/2022, 2:13:17 PM",643,49,49
"11/27/2022, 5:14:10 PM",627,49,49
"11/27/2022, 8:14:38 PM",638,49,49
"11/27/2022, 11:15:24 PM",665,49,49
"11/28/2022, 2:16:05 AM",704,49,49
"11/28/2022, 5:16:38 AM",703,49,49
"11/28/2022, 8:17:17 AM",694,49,49
"11/28/2022, 11:18:03 AM",655,49,49
"11/28/2022, 2:18:08 PM",630,49,49
"11/28/2022, 5:19:48 PM",643,49,49
"11/28/2022, 8:20:39 PM",655,49,49
"11/28/2022, 11:21:31 PM",652,49,49
"11/29/2022, 2:22:20 AM",721,49,49
"11/29/2022, 5:23:08 AM",780,49,49
"11/29/2022, 8:23:48 AM",765,49,49
"11/29/2022, 11:24:20 AM",741,49,49
"11/29/2022, 2:25:06 PM",682,49,49
"11/29/2022, 5:25:53 PM",694,49,49
"11/29/2022, 8:26:30 PM",687,49,49
"11/29/2022, 11:27:05 PM",709,49,49
"11/30/2022, 2:27:20 AM",725,49,49
"11/30/2022, 5:28:06 AM",740,49,49
"11/30/2022, 8:28:46 AM",763,49,49
"11/30/2022, 11:29:31 AM",779,49,49
"11/30/2022, 2:30:07 PM",786,49,49
"11/30/2022, 10:05:22 PM",774,49,49
"12/1/2022, 2:27:09 AM",845,49,49
"12/1/2022, 5:28:03 AM",837,49,49
"12/1/2022, 8:28:33 AM",881,49,49
"12/1/2022, 11:29:19 AM",849,49,49
"12/1/2022, 2:30:09 PM",844,49,49
"12/1/2022, 5:31:04 PM",826,49,49
"12/1/2022, 8:31:45 PM",847,49,49
"12/1/2022, 11:43:42 PM",922,49,49
"12/2/2022, 3:01:42 AM",883,49,49
"12/2/2022, 6:02:04 AM",855,49,49
"12/2/2022, 9:02:36 AM",864,49,49
"12/2/2022, 12:03:38 PM",873,49,49
"12/2/2022, 3:04:20 PM",844,49,49
"12/2/2022, 6:05:04 PM",832,49,49
"12/2/2022, 9:05:34 PM",864,49,49
"12/3/2022, 12:10:13 AM",908,49,49
"12/3/2022, 3:11:01 AM",875,49,49
"12/3/2022, 6:11:18 AM",790,49,49
"12/3/2022, 9:12:05 AM",855,49,49
"12/3/2022, 12:12:36 PM",842,49,49
"12/3/2022, 3:13:25 PM",851,49,49
"12/3/2022, 6:14:06 PM",845,49,49
"12/3/2022, 9:15:18 PM",862,49,49
"12/4/2022, 12:16:17 AM",908,49,49
"12/4/2022, 3:17:05 AM",886,49,49
"12/4/2022, 6:17:19 AM",953,49,49
"12/4/2022, 9:18:09 AM",911,49,49
"12/4/2022, 12:19:08 PM",944,49,49
"12/4/2022, 3:19:26 PM",895,49,49
"12/4/2022, 6:20:06 PM",865,49,49
"12/4/2022, 9:20:59 PM",877,49,49
"12/5/2022, 12:21:52 AM",960,49,49
"12/5/2022, 3:22:35 AM",946,49,49
"12/5/2022, 6:23:05 AM",967,49,49
"12/5/2022, 9:23:53 AM",983,49,49
"12/5/2022, 12:24:50 PM",908,49,49
"12/5/2022, 3:25:32 PM",866,49,49
"12/5/2022, 6:26:07 PM",845,49,49
"12/5/2022, 9:27:06 PM",855,49,49
"12/6/2022, 12:29:54 AM",852,49,49
"12/6/2022, 3:30:57 AM",825,47.49,49
"12/6/2022, 6:31:06 AM",828,47.49,49
"12/6/2022, 9:31:48 AM",772,47.49,49
"12/6/2022, 12:32:39 PM",777,47.49,49
"12/6/2022, 3:33:21 PM",750,47.49,49
"12/6/2022, 6:34:06 PM",761,47.49,49
"12/6/2022, 9:35:25 PM",827,47.49,49
"12/7/2022, 12:36:26 AM",875,47.49,49
"12/7/2022, 6:40:09 AM",826,47.49,49
"12/7/2022, 9:40:54 AM",847,47.49,49
"12/7/2022, 12:41:43 PM",785,47.49,49
"12/7/2022, 6:43:05 PM",770,47.49,49
"12/7/2022, 9:44:13 PM",809,47.49,49
"12/8/2022, 12:46:20 AM",795,47.49,49
"12/8/2022, 3:47:04 AM",873,47.49,49
"12/8/2022, 9:47:54 AM",902,47.49,49
"12/8/2022, 12:50:23 PM",836,47.49,49
"12/8/2022, 3:51:56 PM",816,47.49,49
"12/8/2022, 6:52:06 PM",797,47.49,49
"12/8/2022, 9:53:38 PM",823,47.49,49
"12/9/2022, 3:56:09 AM",832,47.49,49
"12/9/2022, 6:57:03 AM",786,47.49,49
"12/9/2022, 9:57:52 AM",763,47.49,49
"12/9/2022, 12:58:27 PM",704,47.49,49
"12/9/2022, 3:59:04 PM",671,47.49,49
"12/9/2022, 6:59:24 PM",635,47.49,49
"12/9/2022, 10:00:53 PM",705,47.49,49
"12/10/2022, 1:02:59 AM",804,47.49,49
"12/10/2022, 4:03:31 AM",817,49,49
"12/10/2022, 7:04:22 AM",818,49,49
"12/10/2022, 10:05:07 AM",769,49,49
"12/10/2022, 1:05:47 PM",763,49,49
"12/10/2022, 4:06:08 PM",740,49,49
"12/10/2022, 7:07:04 PM",702,49,49
"12/10/2022, 10:08:02 PM",776,49,49
"12/11/2022, 1:08:58 AM",805,49,49
"12/11/2022, 4:09:20 AM",854,49,49
"12/11/2022, 7:10:05 AM",830,49,49
"12/11/2022, 10:10:38 AM",856,49,49
"12/11/2022, 1:11:21 PM",826,49,49
"12/11/2022, 4:12:03 PM",825,49,49
"12/11/2022, 10:13:02 PM",832,49,49
"12/12/2022, 1:14:54 AM",837,49,49
"12/12/2022, 4:15:10 AM",904,49,49
"12/12/2022, 7:16:05 AM",891,49,49
"12/12/2022, 10:16:38 AM",876,49,49
"12/12/2022, 1:17:21 PM",878,42.49,49
"12/12/2022, 4:18:05 PM",900,42.49,49
"12/12/2022, 7:18:06 PM",847,42.49,49
"12/12/2022, 10:20:11 PM",846,42.49,49
"12/13/2022, 1:27:17 AM",882,42.49,49
"12/13/2022, 4:28:04 AM",862,42.49,49
"12/13/2022, 7:28:06 AM",814,42.49,49
"12/13/2022, 10:28:51 AM",793,49,49
"12/13/2022, 4:30:05 PM",789,49,49
"12/13/2022, 7:30:06 PM",767,49,49
"12/13/2022, 10:31:39 PM",799,49,49
"12/14/2022, 1:38:02 AM",834,49,49
"12/14/2022, 4:38:21 AM",863,49,49
"12/14/2022, 7:39:19 AM",865,49,49
"12/14/2022, 10:40:08 AM",758,49,49
"12/14/2022, 4:41:05 PM",714,49,49
"12/14/2022, 7:41:07 PM",704,49,49
"12/14/2022, 10:41:50 PM",719,49,49
"12/15/2022, 1:42:34 AM",728,49,49
"12/15/2022, 4:43:04 AM",691,49,49
"12/15/2022, 7:43:19 AM",729,49,49
"12/15/2022, 10:44:37 AM",705,49,49
"12/15/2022, 1:45:23 PM",710,49,49
"12/15/2022, 4:46:06 PM",713,49,49
"12/15/2022, 7:46:20 PM",689,49,49
"12/15/2022, 10:47:11 PM",703,49,49
"12/16/2022, 1:48:10 AM",719,49,49
"12/16/2022, 4:49:03 AM",722,49,49
"12/16/2022, 7:49:05 AM",753,49,49
"12/16/2022, 10:49:50 AM",784,49,49
"12/16/2022, 1:50:23 PM",816,49,49
"12/16/2022, 4:51:04 PM",808,49,49
"12/16/2022, 7:51:31 PM",783,49,49
"12/17/2022, 1:57:24 AM",808,49,49
"12/17/2022, 4:58:03 AM",779,49,49
"12/17/2022, 7:58:19 AM",794,49,49
"12/17/2022, 10:59:03 AM",792,49,49
"12/17/2022, 1:59:39 PM",766,49,49
"12/17/2022, 5:00:23 PM",780,49,49
